IID	sex	pop	experim	meas.by	serum	growth
NA12414	2	CEU	5	5	FBS	58430.34
NA12414	2	CEU	6	5	FBS	47018.27
NA12485	1	CEU	4	5	FBS	88311.27
NA12485	1	CEU	5	5	FBS	87555.12
NA12485	1	CEU	6	5	FBS	65899.81
NA12485	1	CEU	3	5	FBS	77607.574
NA12489	2	CEU	3	5	FBS	89742.0348
NA12489	2	CEU	5	5	FBS	88573.78
NA12489	2	CEU	6	5	FBS	60599.45
NA12489	2	CEU	4	5	FBS	82403.76
NA12546	1	CEU	3	5	FBS	61699.572
NA12546	1	CEU	6	5	FBS	46977.57
NA12546	1	CEU	5	5	FBS	57843.65
NA12546	1	CEU	4	5	FBS	58967.89
NA12707	1	CEU	2	7	BGS	NA
NA12707	1	CEU	8	2	FBS	49833.894
NA12707	1	CEU	3	3	FBS	55913.253
NA12707	1	CEU	1	7	BGS	NA
NA12707	1	CEU	5	10	FBS	81835.083
NA12707	1	CEU	10	11	BGS	NA
NA12707	1	CEU	7	12	FBS	72181.857
NA12707	1	CEU	11	12	FBS	57280.773
NA12707	1	CEU	6	10	FBS	56788.71
NA12707	1	CEU	9	12	FBS	75461.463
NA12708	2	CEU	4	5	FBS	59537.18
NA12708	2	CEU	5	5	FBS	88795.31
NA12708	2	CEU	3	5	FBS	96550.575
NA12708	2	CEU	6	5	FBS	56199.21
NA12716	1	CEU	2	7	BGS	NA
NA12716	1	CEU	11	12	FBS	NA
NA12716	1	CEU	8	2	FBS	NA
NA12716	1	CEU	10	11	BGS	NA
NA12716	1	CEU	1	7	BGS	NA
NA12716	1	CEU	7	12	FBS	NA
NA12716	1	CEU	6	10	FBS	NA
NA12716	1	CEU	9	12	FBS	NA
NA12716	1	CEU	3	3	FBS	NA
NA12716	1	CEU	5	10	FBS	NA
NA12717	2	CEU	7	12	FBS	NA
NA12717	2	CEU	10	11	BGS	NA
NA12717	2	CEU	5	10	FBS	NA
NA12717	2	CEU	6	10	FBS	NA
NA12717	2	CEU	2	7	BGS	29797.284
NA12717	2	CEU	8	2	FBS	53324.733
NA12717	2	CEU	9	12	FBS	NA
NA12717	2	CEU	1	7	BGS	34903.506
NA12717	2	CEU	11	12	FBS	54666.612
NA12717	2	CEU	3	3	FBS	29951.13
NA12718	2	CEU	3	5	FBS	107168.391
NA12718	2	CEU	4	5	FBS	114248.97
NA12718	2	CEU	5	5	FBS	92846.79
NA12718	2	CEU	6	5	FBS	57260.02
NA12739	1	CEU	3	5	FBS	53553.97575
NA12739	1	CEU	4	5	FBS	17318.66
NA12739	1	CEU	5	5	FBS	60382.72
NA12739	1	CEU	6	5	FBS	45887.13
NA12740	2	CEU	5	10	FBS	92764.254
NA12740	2	CEU	11	12	FBS	84079.281
NA12740	2	CEU	1	7	BGS	39113.514
NA12740	2	CEU	3	3	FBS	56826.561
NA12740	2	CEU	10	11	BGS	NA
NA12740	2	CEU	6	10	FBS	35421.21
NA12740	2	CEU	2	7	BGS	36720.354
NA12740	2	CEU	7	12	FBS	47667.84
NA12740	2	CEU	9	12	FBS	71454.141
NA12740	2	CEU	8	2	FBS	45898.611
NA12748	1	CEU	3	5	FBS	59150.124
NA12748	1	CEU	4	5	FBS	48290.55
NA12748	1	CEU	5	5	FBS	71111.04
NA12748	1	CEU	6	5	FBS	46664.79
NA12749	2	CEU	3	5	FBS	87311.268
NA12749	2	CEU	4	5	FBS	89977.93
NA12749	2	CEU	5	5	FBS	60777.72
NA12749	2	CEU	6	5	FBS	45454.17
NA12750	1	CEU	7	12	FBS	70805.79
NA12750	1	CEU	2	7	BGS	NA
NA12750	1	CEU	10	11	BGS	67836.3
NA12750	1	CEU	6	10	FBS	47444.397
NA12750	1	CEU	1	7	BGS	NA
NA12750	1	CEU	3	3	FBS	75888.813
NA12750	1	CEU	8	2	FBS	93032.874
NA12750	1	CEU	9	12	FBS	71440.71
NA12750	1	CEU	11	12	FBS	NA
NA12750	1	CEU	5	10	FBS	73038.999
NA12751	2	CEU	6	10	FBS	56800.92
NA12751	2	CEU	11	12	FBS	28072.011
NA12751	2	CEU	10	11	BGS	NA
NA12751	2	CEU	7	12	FBS	28072.011
NA12751	2	CEU	5	10	FBS	56504.217
NA12751	2	CEU	3	3	FBS	69079.703
NA12751	2	CEU	9	12	FBS	NA
NA12751	2	CEU	1	7	BGS	28512.792
NA12751	2	CEU	2	7	BGS	27833.916
NA12751	2	CEU	8	2	FBS	52417.53
NA12752	1	CEU	2	7	BGS	26411.451
NA12752	1	CEU	3	3	FBS	52391.2785
NA12752	1	CEU	11	12	FBS	77470.008
NA12752	1	CEU	5	10	FBS	49314.969
NA12752	1	CEU	8	2	FBS	55899.822
NA12752	1	CEU	10	11	BGS	24757
NA12752	1	CEU	6	10	FBS	36959.67
NA12752	1	CEU	7	12	FBS	77470.008
NA12752	1	CEU	1	7	BGS	27200.217
NA12752	1	CEU	9	12	FBS	86473.662
NA12753	2	CEU	11	12	FBS	107694.642
NA12753	2	CEU	10	11	BGS	41716.7
NA12753	2	CEU	6	10	FBS	55731.324
NA12753	2	CEU	2	7	BGS	28720.362
NA12753	2	CEU	9	12	FBS	110043.846
NA12753	2	CEU	5	10	FBS	86317.374
NA12753	2	CEU	1	7	BGS	28620.24
NA12753	2	CEU	8	2	FBS	51902.268
NA12753	2	CEU	3	3	FBS	70161.7125
NA12753	2	CEU	7	12	FBS	102345.441
NA12760	1	CEU	7	12	FBS	112125.651
NA12760	1	CEU	5	10	FBS	77439.483
NA12760	1	CEU	6	10	FBS	82815.546
NA12760	1	CEU	8	2	FBS	105922.971
NA12760	1	CEU	3	3	FBS	80017.014
NA12760	1	CEU	10	11	BGS	47284.4
NA12760	1	CEU	11	12	FBS	121388.157
NA12760	1	CEU	1	7	BGS	53224.611
NA12760	1	CEU	9	12	FBS	115079.25
NA12760	1	CEU	2	7	BGS	53482.8525
NA12761	2	CEU	5	10	FBS	52252.695
NA12761	2	CEU	2	7	BGS	38543.307
NA12761	2	CEU	11	12	FBS	88493.196
NA12761	2	CEU	10	11	BGS	71716.7
NA12761	2	CEU	1	7	BGS	42040.251
NA12761	2	CEU	3	3	FBS	59201.406
NA12761	2	CEU	7	12	FBS	57142.8
NA12761	2	CEU	8	2	FBS	70518.855
NA12761	2	CEU	9	12	FBS	60567.705
NA12761	2	CEU	6	10	FBS	34030.491
NA12762	1	CEU	8	2	FBS	101413.818
NA12762	1	CEU	9	12	FBS	103111.008
NA12762	1	CEU	11	12	FBS	124397.922
NA12762	1	CEU	7	12	FBS	90500.52
NA12762	1	CEU	3	3	FBS	57984.069
NA12762	1	CEU	10	11	BGS	62532.3
NA12762	1	CEU	1	7	BGS	61299.084
NA12762	1	CEU	2	7	BGS	57138.5265
NA12762	1	CEU	6	10	FBS	50107.398
NA12762	1	CEU	5	10	FBS	78957.186
NA12763	2	CEU	8	2	FBS	56203.851
NA12763	2	CEU	7	12	FBS	61504.212
NA12763	2	CEU	1	7	BGS	26630.01
NA12763	2	CEU	11	12	FBS	71468.793
NA12763	2	CEU	6	10	FBS	64347.921
NA12763	2	CEU	10	11	BGS	41230.7
NA12763	2	CEU	9	12	FBS	57357.696
NA12763	2	CEU	5	10	FBS	48417.534
NA12763	2	CEU	2	7	BGS	25301.562
NA12763	2	CEU	3	3	FBS	73483.443
NA12766	1	CEU	3	5	FBS	93317.367
NA12766	1	CEU	4	5	FBS	100561.25
NA12766	1	CEU	5	5	FBS	114557.88
NA12766	1	CEU	6	5	FBS	84635.45
NA12767	2	CEU	3	5	FBS	69225.002
NA12767	2	CEU	4	5	FBS	67932.78
NA12767	2	CEU	5	5	FBS	67467.23
NA12767	2	CEU	6	5	FBS	47738.66
NA12775	1	CEU	5	5	FBS	47096.11
NA12775	1	CEU	6	5	FBS	32328.72
NA12775	1	CEU	4	5	FBS	47362.59
NA12775	1	CEU	3	5	FBS	44924.8635
NA12776	2	CEU	3	5	FBS	72000.97457
NA12776	2	CEU	4	5	FBS	63481.62
NA12776	2	CEU	5	5	FBS	62727.31
NA12776	2	CEU	6	5	FBS	47594.27
NA12777	1	CEU	3	5	FBS	121300.245
NA12777	1	CEU	4	5	FBS	55809.47
NA12777	1	CEU	5	5	FBS	126399.66
NA12777	1	CEU	6	5	FBS	103526.45
NA12778	2	CEU	4	5	FBS	44728.89
NA12778	2	CEU	5	5	FBS	103560.34
NA12778	2	CEU	3	5	FBS	98385.738
NA12778	2	CEU	6	5	FBS	85859.5
NA12801	1	CEU	2	7	BGS	53045.124
NA12801	1	CEU	3	3	FBS	70341.81
NA12801	1	CEU	5	10	FBS	43749.651
NA12801	1	CEU	7	12	FBS	46789.941
NA12801	1	CEU	1	7	BGS	58184.313
NA12801	1	CEU	9	12	FBS	75180.633
NA12801	1	CEU	6	10	FBS	64564.038
NA12801	1	CEU	11	12	FBS	114003.882
NA12801	1	CEU	8	2	FBS	77443.146
NA12801	1	CEU	10	11	BGS	59460.3
NA12802	2	CEU	2	7	BGS	55142.802
NA12802	2	CEU	11	12	FBS	112699.521
NA12802	2	CEU	9	12	FBS	68355.243
NA12802	2	CEU	1	7	BGS	61698.351
NA12802	2	CEU	10	11	BGS	55753.3
NA12802	2	CEU	7	12	FBS	66621.423
NA12802	2	CEU	3	3	FBS	79339.9695
NA12802	2	CEU	8	2	FBS	78482.217
NA12802	2	CEU	6	10	FBS	50130.597
NA12802	2	CEU	5	10	FBS	91397.955
NA12812	1	CEU	10	11	BGS	72343.029
NA12812	1	CEU	2	7	BGS	41923.035
NA12812	1	CEU	9	12	FBS	58335.717
NA12812	1	CEU	1	7	BGS	42868.089
NA12812	1	CEU	3	3	FBS	33081.774
NA12812	1	CEU	11	12	FBS	101338.116
NA12812	1	CEU	5	10	FBS	63482.232
NA12812	1	CEU	7	12	FBS	59285.655
NA12812	1	CEU	8	2	FBS	85133.004
NA12812	1	CEU	6	10	FBS	81253.887
NA12813	2	CEU	11	12	FBS	111454.101
NA12813	2	CEU	10	11	BGS	78434.6
NA12813	2	CEU	5	10	FBS	86979.156
NA12813	2	CEU	3	3	FBS	69794.1915
NA12813	2	CEU	8	2	FBS	87423.6
NA12813	2	CEU	9	12	FBS	68335.707
NA12813	2	CEU	7	12	FBS	70451.7
NA12813	2	CEU	2	7	BGS	42743.547
NA12813	2	CEU	6	10	FBS	106192.812
NA12813	2	CEU	1	7	BGS	44357.709
NA12814	1	CEU	1	7	BGS	52438.287
NA12814	1	CEU	8	2	FBS	99440.682
NA12814	1	CEU	2	7	BGS	48932.796
NA12814	1	CEU	6	10	FBS	77228.25
NA12814	1	CEU	9	12	FBS	84903.456
NA12814	1	CEU	3	3	FBS	101015.1615
NA12814	1	CEU	5	10	FBS	110251.416
NA12814	1	CEU	7	12	FBS	81695.889
NA12814	1	CEU	11	12	FBS	84575.007
NA12814	1	CEU	10	11	BGS	74866.51244
NA12815	2	CEU	11	12	FBS	63220.938
NA12815	2	CEU	7	12	FBS	63220.938
NA12815	2	CEU	9	12	FBS	65208.726
NA12815	2	CEU	6	10	FBS	56511.543
NA12815	2	CEU	8	2	FBS	64678.812
NA12815	2	CEU	3	3	FBS	67562.814
NA12815	2	CEU	10	11	BGS	82429.7
NA12815	2	CEU	5	10	FBS	82796.01
NA12815	2	CEU	1	7	BGS	56917.5255
NA12815	2	CEU	2	7	BGS	51656.2365
NA12817	1	CEU	4	5	FBS	97769.66
NA12817	1	CEU	5	5	FBS	97944.04
NA12817	1	CEU	6	5	FBS	72647.76
NA12817	1	CEU	3	5	FBS	96692.73429
NA12818	2	CEU	4	5	FBS	75319.83
NA12818	2	CEU	5	5	FBS	72260.41
NA12818	2	CEU	6	5	FBS	51880.29
NA12818	2	CEU	3	5	FBS	70927.076
NA12827	1	CEU	3	5	FBS	85725.189
NA12827	1	CEU	4	5	FBS	96544.12
NA12827	1	CEU	5	5	FBS	85382.44
NA12827	1	CEU	6	5	FBS	64681.25
NA12828	2	CEU	4	5	FBS	71053.04
NA12828	2	CEU	5	5	FBS	74903.47
NA12828	2	CEU	6	5	FBS	56670.8
NA12828	2	CEU	3	5	FBS	73841.89371
NA12829	1	CEU	4	5	FBS	86609.02
NA12829	1	CEU	5	5	FBS	83729.9
NA12829	1	CEU	6	5	FBS	40872.8
NA12829	1	CEU	3	5	FBS	85572.564
NA12830	2	CEU	4	5	FBS	100479.35
NA12830	2	CEU	5	5	FBS	96824.49
NA12830	2	CEU	6	5	FBS	79331.63
NA12830	2	CEU	3	5	FBS	97532.666
NA12832	2	CEU	5	5	FBS	110979.48
NA12832	2	CEU	6	5	FBS	77980.39
NA12832	2	CEU	3	5	FBS	112093.498
NA12832	2	CEU	4	5	FBS	111451.48
NA12842	1	CEU	3	5	FBS	85388.9256
NA12842	1	CEU	4	5	FBS	33224.63
NA12842	1	CEU	5	5	FBS	88515.66
NA12842	1	CEU	6	5	FBS	50263.69
NA12843	2	CEU	3	5	FBS	85575.006
NA12843	2	CEU	4	5	FBS	91315.33
NA12843	2	CEU	5	5	FBS	81738.01
NA12843	2	CEU	6	5	FBS	56990.79
NA12864	1	CEU	9	12	FBS	70543.275
NA12864	1	CEU	6	10	FBS	57684.924
NA12864	1	CEU	11	12	FBS	70206.279
NA12864	1	CEU	3	3	FBS	67919.9565
NA12864	1	CEU	1	7	BGS	66854.634
NA12864	1	CEU	10	11	BGS	78481
NA12864	1	CEU	8	2	FBS	116609.163
NA12864	1	CEU	5	10	FBS	84835.08
NA12864	1	CEU	7	12	FBS	69498.099
NA12864	1	CEU	2	7	BGS	55629.981
NA12865	2	CEU	7	12	FBS	34736.229
NA12865	2	CEU	2	7	BGS	41357.712
NA12865	2	CEU	6	10	FBS	32280.798
NA12865	2	CEU	3	3	FBS	73294.188
NA12865	2	CEU	11	12	FBS	35008.512
NA12865	2	CEU	1	7	BGS	53146.467
NA12865	2	CEU	5	10	FBS	86429.706
NA12865	2	CEU	8	2	FBS	65395.539
NA12865	2	CEU	10	11	BGS	69062.2
NA12865	2	CEU	9	12	FBS	34583.604
NA12872	1	CEU	3	3	FBS	69901.029
NA12872	1	CEU	8	2	FBS	92283.18
NA12872	1	CEU	2	7	BGS	63154.3935
NA12872	1	CEU	6	10	FBS	62175.762
NA12872	1	CEU	7	12	FBS	66706.893
NA12872	1	CEU	1	7	BGS	65170.468
NA12872	1	CEU	5	10	FBS	81698.331
NA12872	1	CEU	10	11	BGS	71941.3
NA12872	1	CEU	11	12	FBS	109764.237
NA12872	1	CEU	9	12	FBS	69499.32
NA12873	2	CEU	10	11	BGS	66761.8
NA12873	2	CEU	5	10	FBS	105284.388
NA12873	2	CEU	8	2	FBS	74809.449
NA12873	2	CEU	2	7	BGS	49567.716
NA12873	2	CEU	3	3	FBS	52232.5485
NA12873	2	CEU	6	10	FBS	34389.465
NA12873	2	CEU	9	12	FBS	57335.718
NA12873	2	CEU	1	7	BGS	52777.318
NA12873	2	CEU	7	12	FBS	54500.556
NA12873	2	CEU	11	12	FBS	53686.149
NA12874	1	CEU	1	7	BGS	41229.7512
NA12874	1	CEU	6	10	FBS	86113.467
NA12874	1	CEU	10	11	BGS	79321
NA12874	1	CEU	7	12	FBS	95076.828
NA12874	1	CEU	11	12	FBS	130809.393
NA12874	1	CEU	3	3	FBS	57443.166
NA12874	1	CEU	5	10	FBS	120496.827
NA12874	1	CEU	2	7	BGS	43970.652
NA12874	1	CEU	8	2	FBS	108352.761
NA12874	1	CEU	9	12	FBS	97056.069
NA12875	2	CEU	5	10	FBS	33730.125
NA12875	2	CEU	1	7	BGS	37919.376
NA12875	2	CEU	9	12	FBS	74799.681
NA12875	2	CEU	8	2	FBS	75169.644
NA12875	2	CEU	3	3	FBS	53161.7295
NA12875	2	CEU	6	10	FBS	39934.026
NA12875	2	CEU	7	12	FBS	76625.076
NA12875	2	CEU	2	7	BGS	36683.724
NA12875	2	CEU	11	12	FBS	74875.383
NA12875	2	CEU	10	11	BGS	28913.3
NA12877	1	CEU	6	5	FBS	65175.03
NA12877	1	CEU	4	5	FBS	22131.85
NA12877	1	CEU	5	5	FBS	77548.15
NA12877	1	CEU	3	5	FBS	77213.598
NA12878	2	CEU	9	12	FBS	96264.861
NA12878	2	CEU	6	10	FBS	67915.683
NA12878	2	CEU	11	12	FBS	93288.063
NA12878	2	CEU	5	10	FBS	93343.008
NA12878	2	CEU	3	3	FBS	95601.2475
NA12878	2	CEU	1	7	BGS	63059.766
NA12878	2	CEU	2	7	BGS	52761.852
NA12878	2	CEU	7	12	FBS	90294.171
NA12878	2	CEU	10	11	BGS	78236.8
NA12878	2	CEU	8	2	FBS	118443.105
NA12889	1	CEU	5	5	FBS	88763.04
NA12889	1	CEU	6	5	FBS	66256.34
NA12889	1	CEU	4	5	FBS	78222.14
NA12889	1	CEU	3	5	FBS	85787.46
NA12890	2	CEU	3	5	FBS	101412.597
NA12890	2	CEU	6	5	FBS	88998.69
NA12890	2	CEU	4	5	FBS	144054.8
NA12890	2	CEU	5	5	FBS	NA
NA12891	1	CEU	6	10	FBS	56520.09
NA12891	1	CEU	8	2	FBS	NA
NA12891	1	CEU	9	12	FBS	48855.873
NA12891	1	CEU	5	10	FBS	35310.099
NA12891	1	CEU	11	12	FBS	48546.96
NA12891	1	CEU	7	12	FBS	47224.617
NA12891	1	CEU	1	7	BGS	NA
NA12891	1	CEU	3	3	FBS	44464.5465
NA12891	1	CEU	10	11	BGS	NA
NA12891	1	CEU	2	7	BGS	NA
NA12892	2	CEU	10	11	BGS	77638.5
NA12892	2	CEU	3	3	FBS	88236.379
NA12892	2	CEU	5	10	FBS	66680.031
NA12892	2	CEU	6	10	FBS	104070.714
NA12892	2	CEU	7	12	FBS	76144.002
NA12892	2	CEU	1	7	BGS	72950.8428
NA12892	2	CEU	9	12	FBS	79629.957
NA12892	2	CEU	2	7	BGS	71724.796
NA12892	2	CEU	8	2	FBS	81964.509
NA12892	2	CEU	11	12	FBS	76749.618
NA18484	2	YRI	11	1	FBS	94151.31
NA18484	2	YRI	5	1	FBS	89951.07
NA18484	2	YRI	7	1	FBS	90396.735
NA18484	2	YRI	3	1	FBS	92145.207
NA18484	2	YRI	4	1	FBS	88228.239
NA18484	2	YRI	9	1	FBS	84909.561
NA18485	1	YRI	11	1	FBS	81618.966
NA18485	1	YRI	3	1	FBS	79785.024
NA18485	1	YRI	5	1	FBS	81408.954
NA18485	1	YRI	4	1	FBS	76588.446
NA18485	1	YRI	9	1	FBS	76910.79
NA18485	1	YRI	7	1	FBS	72788.694
NA18486	1	YRI	5	1	FBS	67670.262
NA18486	1	YRI	7	1	FBS	61330.3416
NA18486	1	YRI	4	1	FBS	60850.977
NA18486	1	YRI	9	1	FBS	60498.108
NA18486	1	YRI	3	1	FBS	58824.117
NA18486	1	YRI	11	1	FBS	59168.439
NA18487	1	YRI	4	1	FBS	47991.812
NA18487	1	YRI	3	1	FBS	50838.777
NA18487	1	YRI	9	1	FBS	NA
NA18487	1	YRI	11	1	FBS	47575.044
NA18487	1	YRI	7	1	FBS	56734.986
NA18487	1	YRI	5	1	FBS	55561.198
NA18488	2	YRI	7	1	FBS	70786.95171
NA18488	2	YRI	9	1	FBS	NA
NA18488	2	YRI	3	1	FBS	70249.014
NA18488	2	YRI	4	1	FBS	64148.898
NA18488	2	YRI	5	1	FBS	64197.738
NA18488	2	YRI	11	1	FBS	69004.50975
NA18489	2	YRI	4	1	FBS	34654.422
NA18489	2	YRI	5	1	FBS	32927.928
NA18489	2	YRI	11	1	FBS	39343.95
NA18489	2	YRI	9	1	FBS	53271.009
NA18489	2	YRI	3	1	FBS	48595.45114
NA18489	2	YRI	7	1	FBS	46102.518
NA18497	1	YRI	3	1	FBS	79357.674
NA18497	1	YRI	5	1	FBS	82057.305
NA18497	1	YRI	4	1	FBS	78909.16
NA18497	1	YRI	11	1	FBS	85112.654
NA18497	1	YRI	7	1	FBS	80963.696
NA18497	1	YRI	9	1	FBS	75848.52
NA18498	1	YRI	11	1	FBS	37102.74247
NA18498	1	YRI	4	1	FBS	25262.897
NA18498	1	YRI	3	1	FBS	25248.8148
NA18498	1	YRI	5	1	FBS	26755.366
NA18498	1	YRI	7	1	FBS	32085.216
NA18498	1	YRI	9	1	FBS	32745.592
NA18499	2	YRI	5	1	FBS	74232.73
NA18499	2	YRI	3	1	FBS	79009.0785
NA18499	2	YRI	4	1	FBS	82751.5656
NA18499	2	YRI	7	1	FBS	77947.012
NA18499	2	YRI	11	1	FBS	78891.696
NA18499	2	YRI	9	1	FBS	80047.539
NA18500	1	YRI	2	7	BGS	72036.558
NA18500	1	YRI	9	9	FBS	66775.269
NA18500	1	YRI	10	11	BGS	72312.911
NA18500	1	YRI	11	12	FBS	67738.638
NA18500	1	YRI	1	7	BGS	74714.211
NA18500	1	YRI	5	9	FBS	60985.287
NA18500	1	YRI	8	2	FBS	77526.174
NA18500	1	YRI	3	3	FBS	69274.656
NA18500	1	YRI	7	9	FBS	55942.557
NA18500	1	YRI	6	9	FBS	52402.878
NA18501	1	YRI	6	9	FBS	75109.815
NA18501	1	YRI	10	11	BGS	68120.811
NA18501	1	YRI	9	12	FBS	110993.784
NA18501	1	YRI	5	9	FBS	109389.39
NA18501	1	YRI	1	7	BGS	46938.903
NA18501	1	YRI	7	9	FBS	85256.325
NA18501	1	YRI	8	2	FBS	86533.491
NA18501	1	YRI	11	12	FBS	119617.707
NA18501	1	YRI	2	7	BGS	43430.97
NA18501	1	YRI	3	3	FBS	118872.897
NA18502	2	YRI	5	9	FBS	98362.539
NA18502	2	YRI	1	7	BGS	67369.896
NA18502	2	YRI	10	11	BGS	79393.083
NA18502	2	YRI	3	3	FBS	121892.43
NA18502	2	YRI	8	2	FBS	110426.019
NA18502	2	YRI	6	9	FBS	86009.682
NA18502	2	YRI	11	12	FBS	120810.624
NA18502	2	YRI	7	12	FBS	127367.394
NA18502	2	YRI	9	12	FBS	145335.63
NA18502	2	YRI	2	7	BGS	56300.31
NA18503	1	YRI	10	11	BGS	52146.468
NA18503	1	YRI	6	9	FBS	63848.532
NA18503	1	YRI	11	12	FBS	121875.336
NA18503	1	YRI	1	7	BGS	55943.778
NA18503	1	YRI	2	7	BGS	44531.091
NA18503	1	YRI	5	9	FBS	84643.383
NA18503	1	YRI	3	3	FBS	119534.679
NA18503	1	YRI	9	12	FBS	135375.933
NA18503	1	YRI	7	12	FBS	121752.015
NA18503	1	YRI	8	2	FBS	102440.679
NA18504	1	YRI	5	9	FBS	74896.14
NA18504	1	YRI	3	3	FBS	88364.991
NA18504	1	YRI	8	2	FBS	71837.535
NA18504	1	YRI	9	12	FBS	93572.556
NA18504	1	YRI	6	9	FBS	70986.498
NA18504	1	YRI	7	12	FBS	99367.422
NA18504	1	YRI	2	7	BGS	40564.062
NA18504	1	YRI	11	12	FBS	84229.464
NA18504	1	YRI	1	7	BGS	44698.368
NA18504	1	YRI	10	11	BGS	58437.06
NA18505	2	YRI	11	12	FBS	96385.74
NA18505	2	YRI	9	12	FBS	93213.582
NA18505	2	YRI	6	9	FBS	63170.877
NA18505	2	YRI	3	3	FBS	81539.601
NA18505	2	YRI	5	9	FBS	81971.835
NA18505	2	YRI	10	11	BGS	26100.096
NA18505	2	YRI	1	7	BGS	28969.446
NA18505	2	YRI	8	2	FBS	74835.09
NA18505	2	YRI	2	7	BGS	25844.907
NA18505	2	YRI	7	12	FBS	91634.829
NA18506	1	YRI	10	11	BGS	37330.854
NA18506	1	YRI	2	7	BGS	32958.453
NA18506	1	YRI	9	12	FBS	114120.765
NA18506	1	YRI	11	12	FBS	113372.292
NA18506	1	YRI	7	12	FBS	110675.103
NA18506	1	YRI	5	9	FBS	97843.614
NA18506	1	YRI	8	2	FBS	98079.267
NA18506	1	YRI	3	3	FBS	102377.187
NA18506	1	YRI	1	7	BGS	38583.6
NA18506	1	YRI	6	9	FBS	68300.298
NA18507	1	YRI	6	9	FBS	53405.319
NA18507	1	YRI	1	7	BGS	50035.359
NA18507	1	YRI	5	9	FBS	77273.427
NA18507	1	YRI	11	12	FBS	114428.457
NA18507	1	YRI	10	11	BGS	61968.192
NA18507	1	YRI	3	3	FBS	93540.81
NA18507	1	YRI	2	7	BGS	44830.236
NA18507	1	YRI	9	12	FBS	88760.595
NA18507	1	YRI	7	12	FBS	93887.574
NA18507	1	YRI	8	2	FBS	88300.278
NA18508	2	YRI	3	3	FBS	95966.937
NA18508	2	YRI	5	9	FBS	60103.725
NA18508	2	YRI	7	9	FBS	32387.025
NA18508	2	YRI	2	7	BGS	84162.309
NA18508	2	YRI	10	11	BGS	113719.056
NA18508	2	YRI	6	9	FBS	45130.602
NA18508	2	YRI	11	12	FBS	91726.404
NA18508	2	YRI	9	9	FBS	36471.27
NA18508	2	YRI	1	7	BGS	92890.017
NA18508	2	YRI	8	2	FBS	114292.926
NA18509	1	YRI	3	1	FBS	66882.717
NA18509	1	YRI	7	1	FBS	66008.481
NA18509	1	YRI	9	1	FBS	58333.275
NA18509	1	YRI	11	1	FBS	67368.675
NA18509	1	YRI	5	1	FBS	67993.827
NA18509	1	YRI	4	1	FBS	65057.322
NA18510	1	YRI	7	1	FBS	41969.73825
NA18510	1	YRI	5	1	FBS	34915.716
NA18510	1	YRI	4	1	FBS	42152.176
NA18510	1	YRI	3	1	FBS	50591.5245
NA18510	1	YRI	11	1	FBS	40533.537
NA18510	1	YRI	9	1	FBS	43794.828
NA18511	2	YRI	4	1	FBS	48225.837
NA18511	2	YRI	11	1	FBS	52474.14
NA18511	2	YRI	3	1	FBS	52905.62475
NA18511	2	YRI	7	1	FBS	60706.1664
NA18511	2	YRI	5	1	FBS	46882.33
NA18511	2	YRI	9	1	FBS	66129.36
NA18515	1	YRI	7	9	FBS	45628.77
NA18515	1	YRI	8	2	FBS	109401.6
NA18515	1	YRI	9	9	FBS	40540.863
NA18515	1	YRI	6	9	FBS	45134.8755
NA18515	1	YRI	11	12	FBS	89557.908
NA18515	1	YRI	1	7	BGS	56235.597
NA18515	1	YRI	5	9	FBS	54595.794
NA18515	1	YRI	10	11	BGS	72520.1
NA18515	1	YRI	2	7	BGS	46346.718
NA18515	1	YRI	3	3	FBS	61913.654
NA18516	1	YRI	3	3	FBS	81158.649
NA18516	1	YRI	8	2	FBS	92936.415
NA18516	1	YRI	5	9	FBS	57151.347
NA18516	1	YRI	7	12	FBS	75107.373
NA18516	1	YRI	9	12	FBS	115504.158
NA18516	1	YRI	6	9	FBS	49824.126
NA18516	1	YRI	11	12	FBS	119871.675
NA18516	1	YRI	2	7	BGS	37193.288
NA18516	1	YRI	1	7	BGS	41271.6315
NA18516	1	YRI	10	11	BGS	63724
NA18517	2	YRI	9	9	FBS	36430.977
NA18517	2	YRI	3	3	FBS	76371.108
NA18517	2	YRI	1	7	BGS	58334.496
NA18517	2	YRI	5	9	FBS	51407.763
NA18517	2	YRI	10	11	BGS	74397.972
NA18517	2	YRI	7	9	FBS	36587.265
NA18517	2	YRI	11	12	FBS	76498.092
NA18517	2	YRI	6	9	FBS	41969.026
NA18517	2	YRI	2	7	BGS	49901.049
NA18517	2	YRI	8	2	FBS	124189.131
NA18518	2	YRI	4	1	FBS	26583.0015
NA18518	2	YRI	11	1	FBS	27698.9955
NA18518	2	YRI	5	1	FBS	28154.632
NA18518	2	YRI	3	1	FBS	26497.5315
NA18518	2	YRI	7	1	FBS	26232.5745
NA18518	2	YRI	9	1	FBS	24427.9365
NA18519	1	YRI	4	1	FBS	74344.248
NA18519	1	YRI	9	1	FBS	86869.266
NA18519	1	YRI	3	1	FBS	79217.8695
NA18519	1	YRI	5	1	FBS	76732.524
NA18519	1	YRI	7	1	FBS	77082.3405
NA18519	1	YRI	11	1	FBS	85655.592
NA18520	2	YRI	9	1	FBS	40312.536
NA18520	2	YRI	3	1	FBS	33579.942
NA18520	2	YRI	4	1	FBS	26848.976
