IID	sex	pop	experim	meas.by	serum	growth
NA18967	1	ASN	3	3	FBS	74291.745
NA18967	1	ASN	5	8	FBS	82887.178
NA18968	2	ASN	8	2	FBS	75139.119
NA18968	2	ASN	6	8	FBS	67330.824
NA18968	2	ASN	3	3	FBS	86361.33
NA18968	2	ASN	5	8	FBS	84721.527
NA18969	2	ASN	5	8	FBS	53321.07
NA18969	2	ASN	8	2	FBS	50568.936
NA18969	2	ASN	6	8	FBS	43654.413
NA18969	2	ASN	3	3	FBS	52964.538
NA18970	1	ASN	6	8	FBS	51754.527
NA18970	1	ASN	5	8	FBS	77266.101
NA18970	1	ASN	3	3	FBS	87436.624
NA18970	1	ASN	8	2	FBS	64935.222
NA18971	1	ASN	5	8	FBS	85485.873
NA18971	1	ASN	3	3	FBS	74785.436
NA18971	1	ASN	6	8	FBS	61795.624
NA18971	1	ASN	8	2	FBS	80835.084
NA18972	2	ASN	8	2	FBS	77722.755
NA18972	2	ASN	6	8	FBS	52677.603
NA18972	2	ASN	5	8	FBS	74275.058
NA18972	2	ASN	3	3	FBS	85332.027
NA18973	2	ASN	5	8	FBS	79365
NA18973	2	ASN	3	3	FBS	94015.372
NA18973	2	ASN	6	8	FBS	57518.054
NA18973	2	ASN	8	2	FBS	72916.899
NA18974	1	ASN	5	8	FBS	93639.711
NA18974	1	ASN	3	3	FBS	86074.395
NA18974	1	ASN	8	2	FBS	77680.02
NA18974	1	ASN	6	8	FBS	74700.78
NA18975	2	ASN	6	8	FBS	49946.226
NA18975	2	ASN	8	2	FBS	56947.44
NA18975	2	ASN	3	3	FBS	47549.403
NA18975	2	ASN	5	8	FBS	58361.358
NA18976	2	ASN	8	2	FBS	64046.334
NA18976	2	ASN	6	8	FBS	51040.8525
NA18976	2	ASN	5	8	FBS	68302.1295
NA18976	2	ASN	3	3	FBS	51441.951
NA18978	2	ASN	3	3	FBS	103159.848
NA18978	2	ASN	5	8	FBS	105697.086
NA18978	2	ASN	8	2	FBS	92958.393
NA18978	2	ASN	6	8	FBS	77808.225
NA18980	2	ASN	5	8	FBS	70107.378
NA18980	2	ASN	8	2	FBS	69249.015
NA18980	2	ASN	6	8	FBS	53927.907
NA18980	2	ASN	3	3	FBS	80332.032
NA18981	2	ASN	5	8	FBS	79015.794
NA18981	2	ASN	3	3	FBS	82704.435
NA18981	2	ASN	8	2	FBS	86573.784
NA18981	2	ASN	6	8	FBS	54692.253
NA18987	2	ASN	8	2	FBS	73401.636
NA18987	2	ASN	6	8	FBS	67135.464
NA18987	2	ASN	5	8	FBS	89153.757
NA18987	2	ASN	3	3	FBS	70500.54
NA18990	1	ASN	5	8	FBS	103551.789
NA18990	1	ASN	6	8	FBS	73092.723
NA18990	1	ASN	8	2	FBS	91070.727
NA18990	1	ASN	3	3	FBS	99479.754
NA18991	2	ASN	8	2	FBS	44824.131
NA18991	2	ASN	5	8	FBS	68465.133
NA18991	2	ASN	6	8	FBS	51507.885
NA18991	2	ASN	3	3	FBS	48041.466
NA18992	2	ASN	6	8	FBS	75172.086
NA18992	2	ASN	3	3	FBS	103454.516
NA18992	2	ASN	8	2	FBS	88976.712
NA18992	2	ASN	5	8	FBS	100590.864
NA18994	1	ASN	3	3	FBS	71695.899
NA18994	1	ASN	5	8	FBS	87564.422
NA18994	1	ASN	8	2	FBS	76803.342
NA18994	1	ASN	6	8	FBS	60164.368
NA18995	1	ASN	5	8	FBS	78391.863
NA18995	1	ASN	8	2	FBS	63332.049
NA18995	1	ASN	3	3	FBS	57218.502
NA18995	1	ASN	6	8	FBS	52996.284
NA18997	2	ASN	6	8	FBS	20805.84
NA18997	2	ASN	8	2	FBS	31756.989
NA18997	2	ASN	3	3	FBS	28910.838
NA18997	2	ASN	5	8	FBS	28252.312
NA18998	2	ASN	3	3	FBS	56138.324
NA18998	2	ASN	6	8	FBS	49975.53
NA18998	2	ASN	8	2	FBS	73639.731
NA18998	2	ASN	5	8	FBS	65281.172
NA18999	2	ASN	6	8	FBS	50139.7545
NA18999	2	ASN	3	3	FBS	68468.796
NA18999	2	ASN	8	2	FBS	49092.747
NA18999	2	ASN	5	8	FBS	65708.522
NA19000	1	ASN	8	2	FBS	91388.187
NA19000	1	ASN	6	8	FBS	55700.799
NA19000	1	ASN	5	8	FBS	71708.516
NA19000	1	ASN	3	3	FBS	113902.206
NA19003	2	ASN	8	2	FBS	67082.961
NA19003	2	ASN	5	8	FBS	81816.768
NA19003	2	ASN	6	8	FBS	55303.974
NA19003	2	ASN	3	3	FBS	88490.754
NA19005	1	ASN	8	2	FBS	65421.18
NA19005	1	ASN	5	8	FBS	91690.995
NA19005	1	ASN	6	8	FBS	68551.824
NA19005	1	ASN	3	3	FBS	76266.102
NA19007	1	ASN	3	3	FBS	35157.474
NA19007	1	ASN	5	8	FBS	101258.751
NA19007	1	ASN	8	2	FBS	79606.758
NA19007	1	ASN	6	8	FBS	72439.488
NA19012	1	ASN	5	8	FBS	78727.638
NA19012	1	ASN	3	3	FBS	97647.033
NA19012	1	ASN	6	8	FBS	49471.257
NA19012	1	ASN	8	2	FBS	56700.798
NA19092	1	YRI	3	3	FBS	86186.32
NA19092	1	YRI	1	7	BGS	39330.852
NA19092	1	YRI	6	9	FBS	71997.486
NA19092	1	YRI	2	7	BGS	38122.062
NA19092	1	YRI	8	2	FBS	75523.734
NA19092	1	YRI	9	9	FBS	83969.391
NA19092	1	YRI	7	9	FBS	46069.551
NA19092	1	YRI	10	11	BGS	54593.4
NA19092	1	YRI	11	12	FBS	88793.562
NA19092	1	YRI	5	9	FBS	80821.653
NA19093	2	YRI	8	2	FBS	106034.082
NA19093	2	YRI	11	12	FBS	122935.164
NA19093	2	YRI	9	9	FBS	89833.854
NA19093	2	YRI	7	9	FBS	71374.776
NA19093	2	YRI	1	7	BGS	65781.375
NA19093	2	YRI	6	9	FBS	84097.596
NA19093	2	YRI	2	7	BGS	62493.222
NA19093	2	YRI	5	9	FBS	89881.473
NA19093	2	YRI	3	3	FBS	109159.842
NA19093	2	YRI	10	11	BGS	82483.434
NA19094	2	YRI	10	11	BGS	49474.9
NA19094	2	YRI	5	9	FBS	82412.616
NA19094	2	YRI	7	9	FBS	39658.08
NA19094	2	YRI	2	7	BGS	51043.905
NA19094	2	YRI	8	2	FBS	107378.403
NA19094	2	YRI	3	3	FBS	109240.428
NA19094	2	YRI	6	9	FBS	68861.958
NA19094	2	YRI	1	7	BGS	61155.006
NA19094	2	YRI	11	12	FBS	119143.959
NA19094	2	YRI	9	9	FBS	83828.976
NA19095	2	YRI	9	1	FBS	63163.958
NA19095	2	YRI	4	1	FBS	56502.996
NA19095	2	YRI	11	1	FBS	55698.764
NA19095	2	YRI	3	1	FBS	61234.778
NA19095	2	YRI	5	1	FBS	53099.662
NA19095	2	YRI	7	1	FBS	56829.41
NA19096	1	YRI	9	1	FBS	50965.1505
NA19096	1	YRI	3	1	FBS	48624.4935
NA19096	1	YRI	11	1	FBS	54886.392
NA19096	1	YRI	5	1	FBS	52162.748
NA19096	1	YRI	4	1	FBS	50140.365
NA19096	1	YRI	7	1	FBS	46566.14914
NA19097	2	YRI	11	1	FBS	62469.616
NA19097	2	YRI	5	1	FBS	60257.164
NA19097	2	YRI	9	1	FBS	63083.372
NA19097	2	YRI	4	1	FBS	60135.064
NA19097	2	YRI	7	1	FBS	63391.064
NA19097	2	YRI	3	1	FBS	63815.972
NA19098	1	YRI	2	7	BGS	65658.054
NA19098	1	YRI	8	2	FBS	93582.324
NA19098	1	YRI	11	12	FBS	117316.122
NA19098	1	YRI	10	11	BGS	51682.5
NA19098	1	YRI	7	9	FBS	91239.225
NA19098	1	YRI	1	7	BGS	59486.306
NA19098	1	YRI	5	9	FBS	92547.96257
NA19098	1	YRI	9	9	FBS	91698.321
NA19098	1	YRI	3	3	FBS	94857.048
NA19098	1	YRI	6	9	FBS	74165.3715
NA19099	2	YRI	6	9	FBS	70770.381
NA19099	2	YRI	11	12	FBS	123859.461
NA19099	2	YRI	5	9	FBS	95735.354
NA19099	2	YRI	1	7	BGS	65420.6916
NA19099	2	YRI	9	9	FBS	71721.54
NA19099	2	YRI	8	2	FBS	122054.823
NA19099	2	YRI	3	3	FBS	98592.087
NA19099	2	YRI	10	11	BGS	67435.8
NA19099	2	YRI	7	9	FBS	76654.38
NA19099	2	YRI	2	7	BGS	53877.846
NA19100	2	YRI	9	9	FBS	101783.781
NA19100	2	YRI	11	12	FBS	107710.515
NA19100	2	YRI	7	9	FBS	104301.483
NA19100	2	YRI	3	3	FBS	77765.49
NA19100	2	YRI	5	9	FBS	108497.4495
NA19100	2	YRI	10	11	BGS	73418.7
NA19100	2	YRI	1	7	BGS	63866.847
NA19100	2	YRI	2	7	BGS	56271.006
NA19100	2	YRI	6	9	FBS	76579.899
NA19100	2	YRI	8	2	FBS	111875.346
NA19101	1	YRI	8	2	FBS	98777.679
NA19101	1	YRI	7	9	FBS	38890.071
NA19101	1	YRI	5	9	FBS	68324.718
NA19101	1	YRI	6	9	FBS	58410.198
NA19101	1	YRI	2	7	BGS	43550.628
NA19101	1	YRI	10	11	BGS	65697.1
NA19101	1	YRI	3	3	FBS	91466.331
NA19101	1	YRI	9	9	FBS	80420.758
NA19101	1	YRI	11	12	FBS	104146.416
NA19101	1	YRI	1	7	BGS	46858.317
NA19102	2	YRI	6	9	FBS	80620.7985
NA19102	2	YRI	10	11	BGS	43660.5
NA19102	2	YRI	2	7	BGS	34271.028
NA19102	2	YRI	11	12	FBS	120634.8
NA19102	2	YRI	9	9	FBS	84169.635
NA19102	2	YRI	1	7	BGS	38593.368
NA19102	2	YRI	3	3	FBS	103201.362
NA19102	2	YRI	8	2	FBS	NA
NA19102	2	YRI	7	9	FBS	89202.597
NA19102	2	YRI	5	9	FBS	98321.025
NA19103	1	YRI	2	7	BGS	43990.188
NA19103	1	YRI	1	7	BGS	53610.447
NA19103	1	YRI	8	2	FBS	102922.974
NA19103	1	YRI	3	3	FBS	61601.892
NA19103	1	YRI	5	9	FBS	95871.699
NA19103	1	YRI	7	9	FBS	50477.361
NA19103	1	YRI	9	9	FBS	73830.207
NA19103	1	YRI	11	12	FBS	115655.562
NA19103	1	YRI	6	9	FBS	79463.901
NA19103	1	YRI	10	11	BGS	61006
NA19107	1	YRI	11	1	FBS	53423.0235
NA19107	1	YRI	9	1	FBS	65109.0924
NA19107	1	YRI	7	1	FBS	57586.54629
NA19107	1	YRI	5	1	FBS	60222.976
NA19107	1	YRI	4	1	FBS	52140.77
NA19107	1	YRI	3	1	FBS	58380.894
NA19108	2	YRI	7	1	FBS	50812.08943
NA19108	2	YRI	5	1	FBS	53714.232
NA19108	2	YRI	9	1	FBS	49045.128
NA19108	2	YRI	3	1	FBS	46550.31975
NA19108	2	YRI	4	1	FBS	49579.926
NA19108	2	YRI	11	1	FBS	56322.288
NA19109	2	YRI	4	1	FBS	43002.399
NA19109	2	YRI	5	1	FBS	51830.229
NA19109	2	YRI	7	1	FBS	49605.974
NA19109	2	YRI	11	1	FBS	49764.704
NA19109	2	YRI	3	1	FBS	51993.53775
NA19109	2	YRI	9	1	FBS	43181.886
NA19113	1	YRI	5	1	FBS	58913.25
NA19113	1	YRI	9	1	FBS	59218.5
NA19113	1	YRI	11	1	FBS	89206.8705
NA19113	1	YRI	4	1	FBS	64850.566
NA19113	1	YRI	7	1	FBS	59084.19
NA19113	1	YRI	3	1	FBS	71376.404
NA19114	2	YRI	4	1	FBS	63097.79143
NA19114	2	YRI	9	1	FBS	55460.95971
NA19114	2	YRI	3	1	FBS	53557.63875
NA19114	2	YRI	5	1	FBS	67211.47125
NA19114	2	YRI	7	1	FBS	55068.728
NA19114	2	YRI	11	1	FBS	52073.208
NA19115	2	YRI	5	1	FBS	68848.934
NA19115	2	YRI	7	1	FBS	67996.676
NA19115	2	YRI	4	1	FBS	64549.386
NA19115	2	YRI	9	1	FBS	72359.716
NA19115	2	YRI	3	1	FBS	68008.886
NA19115	2	YRI	11	1	FBS	66962.082
NA19116	2	YRI	10	11	BGS	53374.794
NA19116	2	YRI	11	12	FBS	92817.978
NA19116	2	YRI	8	2	FBS	86940.084
NA19116	2	YRI	3	3	FBS	70451.7
NA19116	2	YRI	2	7	BGS	37833.906
NA19116	2	YRI	9	9	FBS	53824.122
NA19116	2	YRI	5	9	FBS	55300.311
NA19116	2	YRI	1	7	BGS	45171.5055
NA19116	2	YRI	6	9	FBS	37625.115
NA19116	2	YRI	7	9	FBS	54603.12
NA19117	1	YRI	4	1	FBS	74826.84825
NA19117	1	YRI	7	1	FBS	73648.278
NA19117	1	YRI	11	1	FBS	81937.12371
NA19117	1	YRI	5	1	FBS	77896.544
NA19117	1	YRI	3	1	FBS	90553.023
NA19117	1	YRI	9	1	FBS	80959.626
NA19118	2	YRI	11	1	FBS	50520.096
NA19118	2	YRI	3	1	FBS	49476.141
NA19118	2	YRI	7	1	FBS	47140.368
NA19118	2	YRI	9	1	FBS	50495.676
NA19118	2	YRI	4	1	FBS	55067.7105
NA19118	2	YRI	5	1	FBS	49402.881
NA19119	1	YRI	8	2	FBS	103553.01
NA19119	1	YRI	10	11	BGS	70969.404
NA19119	1	YRI	5	9	FBS	66981.618
NA19119	1	YRI	9	9	FBS	66164.769
NA19119	1	YRI	3	3	FBS	87267.312
NA19119	1	YRI	11	12	FBS	89755.71
NA19119	1	YRI	2	7	BGS	46796.6565
NA19119	1	YRI	7	9	FBS	70848.525
NA19119	1	YRI	6	9	FBS	40722.792
NA19119	1	YRI	1	7	BGS	48121.4415
NA19120	1	YRI	10	11	BGS	80136.7
NA19120	1	YRI	11	12	FBS	119186.694
NA19120	1	YRI	9	9	FBS	86134.224
NA19120	1	YRI	8	2	FBS	125195.235
NA19120	1	YRI	3	3	FBS	110461.428
NA19120	1	YRI	2	7	BGS	71074.41
NA19120	1	YRI	7	9	FBS	82958.403
NA19120	1	YRI	5	9	FBS	87244.113
NA19120	1	YRI	1	7	BGS	80650.713
NA19120	1	YRI	6	9	FBS	64996.272
NA19121	1	YRI	3	1	FBS	44761.86
NA19121	1	YRI	9	1	FBS	45092.344
NA19121	1	YRI	4	1	FBS	44498.938
NA19121	1	YRI	5	1	FBS	42233.576
NA19121	1	YRI	11	1	FBS	44522.84925
NA19121	1	YRI	7	1	FBS	41047.578
NA19122	2	YRI	11	1	FBS	52886.394
NA19122	2	YRI	5	1	FBS	48348.85275
NA19122	2	YRI	3	1	FBS	50544.82125
NA19122	2	YRI	4	1	FBS	49157.46
NA19122	2	YRI	7	1	FBS	48643.826
NA19122	2	YRI	9	1	FBS	52791.156
NA19123	1	YRI	7	1	FBS	53515.616
NA19123	1	YRI	3	1	FBS	56979.186
NA19123	1	YRI	9	1	FBS	53554.688
NA19123	1	YRI	4	1	FBS	53242.112
NA19123	1	YRI	11	1	FBS	54194.492
NA19123	1	YRI	5	1	FBS	55767.14
NA19127	2	YRI	11	12	FBS	63369.9
NA19127	2	YRI	1	7	BGS	31907.172
NA19127	2	YRI	3	3	FBS	52220.7048
NA19127	2	YRI	10	11	BGS	36373.6
NA19127	2	YRI	9	9	FBS	30579.945
NA19127	2	YRI	6	9	FBS	34039.038
NA19127	2	YRI	7	9	FBS	31704.486
NA19127	2	YRI	8	2	FBS	NA
NA19127	2	YRI	5	9	FBS	39183.111
NA19127	2	YRI	2	7	BGS	35212.419
NA19128	1	YRI	7	12	FBS	131913.177
NA19128	1	YRI	8	2	FBS	89156.199
NA19128	1	YRI	3	3	FBS	77261.217
NA19128	1	YRI	9	12	FBS	124899.753
NA19128	1	YRI	6	9	FBS	51217.287
NA19128	1	YRI	1	7	BGS	46941.752
NA19128	1	YRI	11	12	FBS	110333.223
NA19128	1	YRI	5	9	FBS	69691.017
NA19128	1	YRI	10	11	BGS	61365
NA19128	1	YRI	2	7	BGS	57499.332
NA19129	2	YRI	6	9	FBS	37068.339
NA19129	2	YRI	11	12	FBS	68196.513
NA19129	2	YRI	7	9	FBS	39870.534
NA19129	2	YRI	5	9	FBS	44135.487
NA19129	2	YRI	10	11	BGS	50219.7
NA19129	2	YRI	9	9	FBS	44511.555
NA19129	2	YRI	3	3	FBS	54702.021
NA19129	2	YRI	2	7	BGS	31300.335
NA19129	2	YRI	8	2	FBS	116076.807
NA19129	2	YRI	1	7	BGS	37194.102
NA19130	1	YRI	2	7	BGS	59899.818
NA19130	1	YRI	9	12	FBS	100902.219
NA19130	1	YRI	10	11	BGS	63753.3
NA19130	1	YRI	1	7	BGS	56545.324
NA19130	1	YRI	5	9	FBS	113889.3855
NA19130	1	YRI	6	9	FBS	75360.12
NA19130	1	YRI	3	3	FBS	67703.229
NA19130	1	YRI	11	12	FBS	116048.724
NA19130	1	YRI	7	12	FBS	107571.321
NA19130	1	YRI	8	2	FBS	107113.446
NA19131	2	YRI	9	12	FBS	80730.078
NA19131	2	YRI	11	12	FBS	65501.766
NA19131	2	YRI	10	11	BGS	41858.322
NA19131	2	YRI	5	9	FBS	58749.636
NA19131	2	YRI	8	2	FBS	51907.152
NA19131	2	YRI	2	7	BGS	29465.172
NA19131	2	YRI	6	9	FBS	48415.092
NA19131	2	YRI	7	12	FBS	87678.789
NA19131	2	YRI	1	7	BGS	32101.311
NA19131	2	YRI	3	3	FBS	61245.36
NA19132	2	YRI	1	7	BGS	60639.744
NA19132	2	YRI	3	3	FBS	80368.662
NA19132	2	YRI	8	2	FBS	77760.606
NA19132	2	YRI	5	9	FBS	36205.092
NA19132	2	YRI	6	9	FBS	31407.783
NA19132	2	YRI	7	12	FBS	92111.019
NA19132	2	YRI	10	11	BGS	48459
NA19132	2	YRI	9	12	FBS	80402.85
NA19132	2	YRI	2	7	BGS	45985.302
NA19132	2	YRI	11	12	FBS	109417.473
NA19137	2	YRI	6	9	FBS	64302.744
NA19137	2	YRI	3	3	FBS	NA
NA19137	2	YRI	5	9	FBS	90704.427
NA19137	2	YRI	7	9	FBS	47760.636
NA19137	2	YRI	8	2	FBS	96441.906
NA19137	2	YRI	2	7	BGS	29719.14
NA19137	2	YRI	9	9	FBS	47227.059
NA19137	2	YRI	11	12	FBS	120399.147
NA19137	2	YRI	10	11	BGS	74866.8
NA19137	2	YRI	1	7	BGS	30644.658
NA19138	1	YRI	7	9	FBS	75772.818
NA19138	1	YRI	11	12	FBS	95146.425
NA19138	1	YRI	8	2	FBS	78280.752
NA19138	1	YRI	6	9	FBS	58498.7205
NA19138	1	YRI	2	7	BGS	31266.554
NA19138	1	YRI	1	7	BGS	34082.994
NA19138	1	YRI	3	3	FBS	73251.453
NA19138	1	YRI	5	9	FBS	68993.826
NA19138	1	YRI	10	11	BGS	66551.826
NA19138	1	YRI	9	9	FBS	84522.504
NA19139	1	YRI	10	11	BGS	54068.3
NA19139	1	YRI	2	7	BGS	61903.479
NA19139	1	YRI	7	9	FBS	58299.087
NA19139	1	YRI	8	2	FBS	79850.958
NA19139	1	YRI	9	9	FBS	55125.708
NA19139	1	YRI	6	9	FBS	45081.762
NA19139	1	YRI	1	7	BGS	69137.904
NA19139	1	YRI	11	12	FBS	120548.109
NA19139	1	YRI	5	9	FBS	55553.058
NA19139	1	YRI	3	3	FBS	92529.822
NA19140	2	YRI	2	7	BGS	55949.883
NA19140	2	YRI	1	7	BGS	56305.194
NA19140	2	YRI	10	11	BGS	63528.63
NA19140	2	YRI	5	9	FBS	61526.19
NA19140	2	YRI	11	12	FBS	61749.633
NA19140	2	YRI	8	2	FBS	95516.388
NA19140	2	YRI	3	3	FBS	81286.854
NA19140	2	YRI	9	9	FBS	49339.389
NA19140	2	YRI	6	9	FBS	39411.438
NA19140	2	YRI	7	9	FBS	48836.337
NA19141	1	YRI	11	12	FBS	116910.75
NA19141	1	YRI	1	7	BGS	41415.8316
NA19141	1	YRI	8	2	FBS	78732.522
NA19141	1	YRI	9	9	FBS	88074.393
NA19141	1	YRI	7	9	FBS	90933.975
NA19141	1	YRI	2	7	BGS	36308.877
NA19141	1	YRI	6	9	FBS	73075.629
NA19141	1	YRI	10	11	BGS	46935.2
NA19141	1	YRI	5	9	FBS	92996.244
NA19141	1	YRI	3	3	FBS	87029.624
NA19142	1	YRI	7	9	FBS	37512.783
NA19142	1	YRI	5	9	FBS	75717.873
NA19142	1	YRI	2	7	BGS	60858.71
NA19142	1	YRI	3	3	FBS	96650.697
NA19142	1	YRI	1	7	BGS	56932.788
NA19142	1	YRI	9	9	FBS	42800.934
NA19142	1	YRI	6	9	FBS	52282.6095
NA19142	1	YRI	8	2	FBS	71642.175
NA19142	1	YRI	11	12	FBS	96985.251
NA19142	1	YRI	10	11	BGS	56553.1
NA19143	2	YRI	11	12	FBS	95528.598
NA19143	2	YRI	6	9	FBS	45098.856
NA19143	2	YRI	5	9	FBS	58258.794
NA19143	2	YRI	10	11	BGS	64744.7
NA19143	2	YRI	2	7	BGS	37946.238
NA19143	2	YRI	3	3	FBS	68772.825
NA19143	2	YRI	7	9	FBS	93631.164
NA19143	2	YRI	9	9	FBS	78976.722
NA19143	2	YRI	1	7	BGS	38306.84
NA19143	2	YRI	8	2	FBS	83236.791
NA19144	1	YRI	5	9	FBS	47314.971
NA19144	1	YRI	10	11	BGS	34222.2
NA19144	1	YRI	9	9	FBS	52400.436
NA19144	1	YRI	11	12	FBS	42959.664
NA19144	1	YRI	1	7	BGS	30604.9755
NA19144	1	YRI	2	7	BGS	28484.709
NA19144	1	YRI	3	3	FBS	31489.59
NA19144	1	YRI	7	9	FBS	52341.828
NA19144	1	YRI	6	9	FBS	44041.47
NA19144	1	YRI	8	2	FBS	NA
NA19145	1	YRI	5	9	FBS	48202.638
NA19145	1	YRI	7	12	FBS	91334.463
NA19145	1	YRI	11	12	FBS	81263.655
NA19145	1	YRI	3	3	FBS	70369.893
NA19145	1	YRI	6	9	FBS	41719.128
NA19145	1	YRI	9	12	FBS	89660.472
NA19145	1	YRI	10	11	BGS	42891.3
NA19145	1	YRI	1	7	BGS	34008.513
NA19145	1	YRI	8	2	FBS	65980.398
NA19145	1	YRI	2	7	BGS	30709.371
NA19146	1	YRI	9	1	FBS	83626.29
NA19146	1	YRI	5	1	FBS	82300.284
NA19146	1	YRI	11	1	FBS	83303.946
NA19146	1	YRI	7	1	FBS	80200.978
NA19146	1	YRI	3	1	FBS	88602.272
NA19146	1	YRI	4	1	FBS	80590.07
NA19147	2	YRI	11	1	FBS	55077.682
NA19147	2	YRI	9	1	FBS	71560.368
NA19147	2	YRI	4	1	FBS	55828.69875
NA19147	2	YRI	5	1	FBS	60680.444
NA19147	2	YRI	7	1	FBS	59888.422
NA19147	2	YRI	3	1	FBS	56001.572
NA19148	2	YRI	3	1	FBS	66622.644
NA19148	2	YRI	9	1	FBS	63183.494
NA19148	2	YRI	11	1	FBS	63455.37
NA19148	2	YRI	4	1	FBS	63391.878
NA19148	2	YRI	7	1	FBS	61482.234
NA19148	2	YRI	5	1	FBS	65636.89
NA19149	2	YRI	11	1	FBS	55003.608
NA19149	2	YRI	7	1	FBS	51505.036
NA19149	2	YRI	3	1	FBS	56537.184
NA19149	2	YRI	9	1	FBS	53452.3275
NA19149	2	YRI	5	1	FBS	52275.894
NA19149	2	YRI	4	1	FBS	54656.844
NA19150	1	YRI	7	1	FBS	67441.935
NA19150	1	YRI	3	1	FBS	64846.089
NA19150	1	YRI	5	1	FBS	64775.271
NA19150	1	YRI	11	1	FBS	66446.82
NA19150	1	YRI	4	1	FBS	65192.6088
NA19150	1	YRI	9	1	FBS	66988.13
NA19151	2	YRI	4	1	FBS	87882.696
NA19151	2	YRI	9	1	FBS	75309.652
NA19151	2	YRI	3	1	FBS	78864.39
NA19151	2	YRI	5	1	FBS	78104.114
NA19151	2	YRI	7	1	FBS	82762.636
NA19151	2	YRI	11	1	FBS	76051.206
NA19152	2	YRI	2	7	BGS	58092.738
NA19152	2	YRI	11	12	FBS	86261.208
NA19152	2	YRI	5	9	FBS	67575.024
NA19152	2	YRI	10	11	BGS	73538.4
NA19152	2	YRI	8	2	FBS	66098.835
NA19152	2	YRI	9	12	FBS	103786.221
NA19152	2	YRI	7	12	FBS	115763.01
NA19152	2	YRI	6	9	FBS	44487.135
NA19152	2	YRI	3	3	FBS	88901.824
NA19152	2	YRI	1	7	BGS	57617.769
NA19153	1	YRI	5	9	FBS	75178.191
NA19153	1	YRI	7	12	FBS	118852.14
NA19153	1	YRI	9	12	FBS	102544.464
NA19153	1	YRI	3	3	FBS	91043.865
NA19153	1	YRI	2	7	BGS	53032.914
NA19153	1	YRI	8	2	FBS	99489.522
NA19153	1	YRI	11	12	FBS	83344.239
NA19153	1	YRI	6	9	FBS	53140.362
NA19153	1	YRI	10	11	BGS	69428.5
NA19153	1	YRI	1	7	BGS	51365.5164
NA19154	1	YRI	8	2	FBS	131118.306
NA19154	1	YRI	11	12	FBS	137220.864
NA19154	1	YRI	1	7	BGS	72775.263
NA19154	1	YRI	3	3	FBS	130012.08
NA19154	1	YRI	9	9	FBS	101208.69
NA19154	1	YRI	7	9	FBS	90585.99
NA19154	1	YRI	10	11	BGS	72507.9
NA19154	1	YRI	6	9	FBS	67891.263
NA19154	1	YRI	2	7	BGS	64029.24
NA19154	1	YRI	5	9	FBS	99670.23
NA19159	2	YRI	10	11	BGS	78478.6
NA19159	2	YRI	7	9	FBS	118292.922
NA19159	2	YRI	1	7	BGS	59096.4
NA19159	2	YRI	2	7	BGS	58603.116
NA19159	2	YRI	5	9	FBS	114559.104
NA19159	2	YRI	8	2	FBS	NA
NA19159	2	YRI	3	3	FBS	107320.202
NA19159	2	YRI	11	12	FBS	141839.907
NA19159	2	YRI	6	9	FBS	76714.209
NA19159	2	YRI	9	9	FBS	118561.542
NA19160	1	YRI	1	7	BGS	26305.224
NA19160	1	YRI	8	2	FBS	NA
NA19160	1	YRI	9	9	FBS	48346.716
NA19160	1	YRI	5	9	FBS	40108.0185
NA19160	1	YRI	7	9	FBS	39406.554
NA19160	1	YRI	2	7	BGS	25548.204
NA19160	1	YRI	10	11	BGS	44891.286
NA19160	1	YRI	11	12	FBS	60842.43
NA19160	1	YRI	6	9	FBS	33863.214
NA19160	1	YRI	3	3	FBS	33661.342
NA19161	1	YRI	5	9	FBS	96132.993
NA19161	1	YRI	8	2	FBS	105236.769
NA19161	1	YRI	6	9	FBS	72863.175
NA19161	1	YRI	7	9	FBS	92438.247
NA19161	1	YRI	3	3	FBS	101576.211
NA19161	1	YRI	11	12	FBS	118279.491
NA19161	1	YRI	2	7	BGS	69098.832
NA19161	1	YRI	10	11	BGS	90842.4
NA19161	1	YRI	1	7	BGS	86355.225
NA19161	1	YRI	9	9	FBS	96006.009
NA19171	1	YRI	1	7	BGS	39992.634
NA19171	1	YRI	11	12	FBS	118154.949
NA19171	1	YRI	9	9	FBS	53264.904
NA19171	1	YRI	10	11	BGS	59579.916
NA19171	1	YRI	3	3	FBS	110784.993
NA19171	1	YRI	5	9	FBS	80018.235
NA19171	1	YRI	8	2	FBS	94752.042
NA19171	1	YRI	7	9	FBS	57672.714
NA19171	1	YRI	2	7	BGS	34448.073
NA19171	1	YRI	6	9	FBS	60255.129
NA19172	2	YRI	10	11	BGS	37875.4
NA19172	2	YRI	9	9	FBS	54742.314
NA19172	2	YRI	11	12	FBS	74793.576
NA19172	2	YRI	8	2	FBS	48553.065
NA19172	2	YRI	2	7	BGS	29411.448
NA19172	2	YRI	6	9	FBS	49885.7865
NA19172	2	YRI	3	3	FBS	56048.784
NA19172	2	YRI	1	7	BGS	26858.337
NA19172	2	YRI	7	9	FBS	47490.795
NA19172	2	YRI	5	9	FBS	59288.097
NA19173	1	YRI	10	11	BGS	69316.2
NA19173	1	YRI	9	9	FBS	55040.238
NA19173	1	YRI	2	7	BGS	34205.094
NA19173	1	YRI	5	9	FBS	78474.891
NA19173	1	YRI	1	7	BGS	48769.182
